customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9095-HFAFX,Female,0,No,No,4.838929837391784,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.41481699747126,423.0280714940034,Yes
6298-QDFNH,Male,0,No,No,21.15579017489145,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.17108577461269,1714.6973047901035,Yes
8481-YYXWG,Female,0,No,No,5.268525640678941,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.6996065069072,449.17679256555294,Yes
7854-EKTJL,Female,0,No,Yes,1.806761551299826,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,17.658142487836496,38.07918891905231,Yes
0504-HHAPI,Female,1,No,No,27.118464009677474,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),92.9705394656597,2388.7959186719922,Yes
4803-AXVYP,Female,1,No,No,36.63202871669126,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.18327541263149,3563.8652592750277,Yes
6086-ESGRL,Female,0,No,No,1.076109290128666,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),87.62129704428365,76.28566155302525,Yes
3422-LYEPQ,Male,0,Yes,Yes,1.0770693137974365,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.74855068700928,66.83022441339253,Yes
7993-PYKOF,Male,0,Yes,No,7.897068009785696,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.14521569836604,601.8731072432053,Yes
4503-BDXBD,Male,0,No,No,11.0649662064751,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,73.17120358354296,741.3238600501526,Yes
4208-UFFGW,Male,1,No,No,2.1081582814905766,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,41.30457880245958,91.92060395790996,Yes
3096-IZETN,Female,0,No,No,11.45553721782233,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.16648567801997,993.638395374489,Yes
9048-JVYVF,Male,0,No,No,3.0047585714436846,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.12639778726667,207.58715872979602,Yes
9282-IZGQK,Female,0,No,No,0.9728284093500157,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.07497757079743,77.95946515293004,Yes
4088-YLDSU,Male,0,Yes,No,49.760299067388765,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.1880724853526,5855.47374520117,Yes
4822-YCXMX,Male,0,No,No,25.761496905954438,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.56613444100286,2203.0226131573136,Yes
5687-DKDTV,Female,0,No,No,4.343372228218776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.543051706052736,76.28808054920844,Yes
9451-LPGOO,Male,0,No,No,6.600610072001874,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.1252258677331,588.1345380098824,Yes
0691-JVSYA,Female,0,Yes,No,51.63051399665906,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.9343060179528,4621.411287100646,Yes
9391-EOYLI,Male,1,Yes,No,11.578377349883727,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.40726178472846,1007.0585234081868,Yes
1723-HKXJQ,Male,0,No,No,41.265077684996896,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.30697415921311,4226.213322583965,Yes
0940-OUQEC,Male,0,No,No,10.565422251487117,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.13521454203622,837.5189120413263,Yes
2055-PDADH,Female,1,No,No,3.108680292505052,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.28189895339534,215.2648038182034,Yes
4550-EVXNY,Female,0,No,Yes,1.0890875086646734,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.10513498334419,73.34532182825654,Yes
9692-TUSXH,Female,0,No,No,19.682308012174964,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.64555208447887,1704.059418364832,Yes
8519-QJGJD,Female,0,No,No,13.60478163308295,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,71.22515043049506,1049.1031297767133,Yes
9139-WQQDY,Female,0,Yes,Yes,46.309845731259195,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,90.62480369524715,5148.064142613092,Yes
4710-FDUIZ,Male,0,Yes,No,50.83162635237031,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),106.20600263653184,5378.422365120218,Yes
1963-VAUKV,Female,0,No,No,0.9765832747347709,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.64501188422923,20.18754390979948,Yes
5995-OIGLP,Male,0,No,No,11.200482613065395,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,60.7827018645142,605.5511611183451,Yes
8481-YYXWG,Female,0,No,No,5.074357794740285,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.84454311318807,457.59382428881304,Yes
4013-UBXWQ,Female,0,No,No,6.947671878452023,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.51476020490198,487.62861700139615,Yes
9821-POOTN,Male,0,Yes,No,32.510600469436724,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.24499743595888,2397.6205893187557,Yes
9647-ERGBE,Female,0,Yes,Yes,32.84135076067579,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.86168945015571,3036.5302498445612,Yes
0923-PNFUB,Female,0,No,No,3.163833836421468,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,85.91079802518534,231.98838718985377,Yes
5485-WUYWF,Male,1,No,No,1.9553417256911894,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),64.57895275824363,89.02859690245907,Yes
6598-RFFVI,Male,0,No,No,1.9253839732004239,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.24725232422151,26.402736501263202,Yes
1571-SAVHK,Male,0,No,No,12.278270912469942,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,96.10648561302263,1047.8866786156811,Yes
4566-GOLUK,Male,0,Yes,Yes,46.034983362568056,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.90200705599966,5064.282347707959,Yes
7270-BDIOA,Female,0,No,No,21.217797455731027,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.97213601040961,1812.7468328936652,Yes
4576-CSAJH,Male,0,No,No,21.26190187990403,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),57.49176330798482,1270.1897375180213,Yes
8519-QJGJD,Female,0,No,No,14.34951773249616,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.24477909341171,1006.4834211141582,Yes
7079-QRCBC,Female,0,No,No,25.86250683500761,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.33913729248103,2204.875264033863,Yes
7623-TRNQN,Male,0,No,Yes,1.0780066813798783,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,47.03711009536087,52.01883583984502,Yes
7228-OMTPN,Male,0,No,No,4.114603581849541,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.99437400381352,355.74257217256104,Yes
5842-POCOP,Female,0,Yes,No,5.396143145069699,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.2522157759516,476.4111198373073,Yes
2325-ZUSFD,Female,0,Yes,Yes,55.62641828458234,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.12314158878787,3590.4803087939863,Yes
6993-OHLXR,Female,0,No,No,1.9773640294463681,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.73024711958054,113.23898158130447,Yes
6204-IEUXJ,Female,0,No,No,2.7835082898927515,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),84.5848603878809,219.7638395542812,Yes
2867-UIMSS,Male,0,No,No,0.9171027862225113,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,82.31509417781601,81.57546491044387,Yes
1029-QFBEN,Male,0,No,No,0.9175488097361825,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17.82625643517059,19.7894915659813,Yes
2024-BASKD,Female,0,No,No,0.9451518467365378,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.68367528174694,67.59337839354589,Yes
3671-SHRSP,Male,0,Yes,No,4.006763921862837,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,76.61479933282608,346.5166752648365,Yes
4322-RCYMT,Male,0,Yes,Yes,64.7861182393263,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),77.63641806258924,4870.062806269836,Yes
5981-ITEMU,Male,0,Yes,No,39.27285576645591,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1688664218913,3877.3838739931366,Yes
5357-TZHPP,Male,1,No,No,8.741466498641245,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.15465587902766,742.1857843952496,Yes
4385-GZQXV,Female,1,No,No,17.237624592621298,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.60600303230486,1491.3287849956935,Yes
4523-WXCEF,Female,0,Yes,No,59.58958067498224,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.02722279496254,5542.745391916495,Yes
9317-WZPGV,Female,1,No,No,2.0634309514141695,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.9948797803586,148.8267939598141,Yes
8387-MOJJT,Female,0,Yes,Yes,43.14403138975833,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.42516960543615,3493.175917872045,Yes
8840-DQLGN,Female,1,Yes,No,38.30417492234978,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.78412813413108,3595.379962318833,Yes
6689-TCZHQ,Female,1,No,No,5.233817073198499,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.08417488903609,359.95099623331583,Yes
3346-BRMIS,Female,1,Yes,No,18.930310304103443,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.29049570444987,852.3361587899234,Yes
7016-BPGEU,Female,0,No,No,27.23209173870108,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.67082976670471,649.8999068154087,Yes
7912-SYRQT,Female,0,No,No,6.596572840369598,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.32358954763987,532.4228004247494,Yes
6513-EECDB,Male,1,Yes,No,0.9062173630744171,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.97210682464389,67.7843640106225,Yes
8397-MVTAZ,Male,0,Yes,No,35.27373444388675,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.78871652025664,3319.2915318671144,Yes
6022-UGGSO,Female,1,No,No,29.135264759288642,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.3312710533841,2351.458428142586,Yes
6328-ZPBGN,Female,1,No,No,12.02030521863631,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.28439436070781,984.7367721036902,Yes
1624-WOIWJ,Female,0,No,No,9.724691656088165,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.97678590403294,758.7321167909076,Yes
2845-HSJCY,Female,0,Yes,Yes,14.996550828420723,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.42022100307774,1279.116747445202,Yes
3001-CBHLQ,Male,1,Yes,No,30.990067392403393,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.27542693755655,3552.5247540769874,Yes
3415-TAILE,Female,0,Yes,Yes,2.1870421340575756,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.19714724828823,136.97360372363693,Yes
1226-UDFZR,Female,0,No,No,2.1186664303863383,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.21251305256425,123.12327676852776,Yes
4351-QLCSU,Female,0,No,No,1.0960956368692383,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.406800864141246,53.492807548822825,Yes
6682-QJDGB,Male,0,No,Yes,42.92971622956059,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.310362631098045,2262.497185282331,Yes
1862-SKORY,Female,1,Yes,No,42.36150156931942,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.578636467883776,1526.2123300218077,Yes
6839-ITVZJ,Female,0,Yes,Yes,24.73227971523663,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.17254670149401,1514.6997995507338,Yes
9732-KPKBW,Male,0,No,No,0.9137151198986956,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,57.861644455395535,52.70567617631372,Yes
1226-UDFZR,Female,0,No,No,2.0575238828090545,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,48.828109415265196,126.15266630555118,Yes
8938-UMKPI,Female,0,No,No,49.25591055966136,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.19662655594205,4724.640159473337,Yes
3703-VAVCL,Male,0,Yes,Yes,2.0778888091876455,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.82077719642666,184.8587015623505,Yes
5057-LCOUI,Female,0,No,No,38.46819339800257,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.313273437335226,2039.0939539024173,Yes
7130-VTEWQ,Female,1,No,No,8.014416255278617,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.37413449977508,611.2819352747846,Yes
6923-EFPNL,Male,0,No,No,4.376807413747555,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),49.014907926714635,209.78369975392863,Yes
6956-SMUCM,Female,0,No,No,3.2887427120901167,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.73404315213146,275.5913434884209,Yes
6906-ANDWJ,Male,0,Yes,Yes,16.04107661066235,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.21803938405989,997.1821797253962,Yes
0415-MOSGF,Female,0,No,No,1.0678009407201052,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.40895535120492,45.42348726309001,Yes
8257-RZAHR,Female,0,Yes,No,12.890500675435485,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.1204868837887,1025.6696988481076,Yes
9821-POOTN,Male,0,Yes,No,36.51924046568998,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.85073301496895,2494.675909461715,Yes
6161-UUUTA,Male,1,No,No,3.0207325820265174,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.11115453958142,265.41106842023623,Yes
8634-CILSZ,Male,0,No,No,72.24899188860958,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.38061622799887,6881.555917641368,Yes
4806-KEXQR,Male,0,No,No,4.0043552311933555,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.59601330290178,294.03524919070094,Yes
7783-YKGDV,Female,0,No,No,11.73063056190433,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.05699134466576,1190.2234244878327,Yes
2024-BASKD,Female,0,No,No,0.9673155257431779,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.68906815937181,69.65545548878644,Yes
9546-CQJSU,Female,0,No,No,1.859447468220718,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.34421715335577,182.6854294162691,Yes
1069-XAIEM,Female,1,No,No,0.9964074352138101,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.24671326298332,92.12865357373722,Yes
8644-XLFBW,Male,1,No,No,1.083934353056916,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.69548762650307,74.9339396282537,Yes
6141-OOXUQ,Male,0,No,No,0.9464070435036138,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.648306269764245,18.88632956584792,Yes
3594-UVONA,Female,0,No,No,35.61615275434468,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.13214627927785,3031.5029023621923,Yes
8854-CCVSQ,Male,0,No,No,19.157093127747007,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.42707641719421,1325.8096594618892,Yes
8740-XLHDR,Male,0,No,No,4.790632528722725,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,41.33490898455748,212.91453515389927,Yes
3512-IZIKN,Female,0,Yes,No,73.25329516709807,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),59.513672242993835,4891.374432355902,Yes
5976-JCJRH,Male,0,Yes,No,9.164365419848755,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35279851012262,808.568166670202,Yes
9734-UYXQI,Female,0,No,No,1.9450591521255085,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.40351101896866,105.71004420153984,Yes
7927-AUXBZ,Female,0,No,No,32.52087257688209,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,93.21863157537709,2791.056149932914,Yes
5797-APWZC,Female,0,No,No,0.9458686606006599,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.62632636501274,89.09796036027006,Yes
3091-FYHKI,Male,0,No,No,1.0384225833139147,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,33.62664187229513,33.47849897590232,Yes
4791-QRGMF,Male,0,Yes,No,63.18021181502518,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.98424717596818,5937.497615575738,Yes
2357-COQEK,Female,1,No,No,28.630139113246322,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.29318552206318,3010.749513692546,Yes
8000-REIQB,Female,1,No,No,0.9610954065677386,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.15007099090373,71.73329219335218,Yes
9286-DOJGF,Female,1,Yes,No,35.71084859437894,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.90655933486963,2767.5575391359507,Yes
2886-KEFUM,Female,0,Yes,No,61.337689858963834,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.52179504774517,6489.596288440136,Yes
4554-YGZIH,Male,1,Yes,No,50.581485620995934,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.7059806283989,4686.8670615771825,Yes
0947-IDHRQ,Female,0,No,No,7.526391969160491,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.30495060129829,575.0698434386151,Yes
5550-VFRLC,Female,1,No,No,1.0811612234907875,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.02870872648884,64.77463367370797,Yes
3500-RMZLT,Female,1,No,No,14.437913237769141,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.53643029375533,1410.1094365623337,Yes
2842-JTCCU,Male,0,No,No,2.066681244342024,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.83444533609032,87.32349832404122,Yes
1041-RXHRA,Female,0,No,No,39.63174315278436,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0397409384918,2944.3795447890548,Yes
8806-EAGWC,Male,0,No,No,2.8137313303288645,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,51.2110445713045,148.4767564988095,Yes
8290-YWKHZ,Female,1,Yes,No,30.809066596654606,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.70587354738899,3025.059868165576,Yes
3068-OMWZA,Male,1,No,No,0.9235629228672487,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.63121600775582,80.08882312925424,Yes
9248-OJYKK,Male,1,No,No,0.9954051642688979,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95284762316196,74.14609664115166,Yes
0639-TSIQW,Female,0,No,No,65.87575594716809,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.98875073921243,6470.808014483129,Yes
2860-RANUS,Female,1,No,No,21.53757588731026,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.92634749627493,1571.1142905009826,Yes
6158-DWPZT,Male,0,Yes,No,9.81638686741636,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),22.101868780865683,252.60608100831982,Yes
9274-CNFMO,Male,1,Yes,No,3.962518749952643,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.37702165968541,332.40036059588704,Yes
8824-RWFXJ,Male,0,Yes,Yes,3.0617225422470584,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,52.22722501200226,159.05869106595497,Yes
0431-APWVY,Female,0,Yes,Yes,29.101799522747186,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),92.68014016400227,2619.4874326757226,Yes
8519-QJGJD,Female,0,No,No,14.560088882094337,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,69.74971565558909,1013.5068522724878,Yes
8634-MPHTR,Male,1,Yes,No,46.66993306391514,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.09865375316697,4772.581005457809,Yes
2930-UOTMB,Female,0,No,No,28.102366547174377,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),59.91592379401271,1983.4582474288734,Yes
5356-RHIPP,Male,0,No,No,1.0504514073273932,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.67474997791424,19.105559211266907,Yes
8840-DQLGN,Female,1,Yes,No,34.19407748024268,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.09910904005581,3720.976659958009,Yes
7493-TPUWZ,Male,0,No,No,1.0874916362638762,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.29001751562556,81.42618665118182,Yes
4847-QNOKA,Female,0,No,No,1.095881104956384,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.41812955508443,48.295194825898626,Yes
4925-LMHOK,Male,0,No,No,14.224688114010629,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.984856066511085,900.8511744014065,Yes
3744-ZRRDZ,Male,0,No,No,21.734578494171434,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.68659536800374,1728.449196072066,Yes
4701-MLJPN,Male,0,No,No,29.422306461074086,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,53.57998833291791,1767.205090293888,Yes
8824-RWFXJ,Male,0,Yes,Yes,2.849784649650049,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.96520170336652,174.53584049414073,Yes
2403-BCASL,Male,1,Yes,Yes,43.725399254659806,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.7945094312182,4411.838583669679,Yes
3247-ZVOUO,Male,1,Yes,No,9.257494782392026,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,92.72177545246372,846.5951091556404,Yes
3519-ZKXGG,Female,0,Yes,No,2.921524521841886,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.13261793829301,270.5419008274539,Yes
4088-YLDSU,Male,0,Yes,No,55.23873972452509,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.78490370235757,5553.570064672749,Yes
3488-PGMQJ,Male,1,No,No,8.681645768859294,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,69.68586478145352,585.2554945749141,Yes
1670-SVOWZ,Female,0,Yes,Yes,14.068667880147895,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),90.41933288962903,1290.4825515015164,Yes
2154-KVJFF,Female,0,No,No,14.233345484408014,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.65667179793957,1096.4600125106276,Yes
